census_year,clue_small_area,anzsic_industry,business_size,total_establishments,total_jobs,jobs_suppressed
2011,Melbourne (CBD),Manufacturing,Medium business,6,445,FALSE
2011,Melbourne (CBD),Manufacturing,Small business,273,867,FALSE
2011,Melbourne (CBD),Mining,Medium business,7,732,FALSE
2011,Melbourne (CBD),Mining,Small business,39,271,FALSE
2011,Melbourne (CBD),Other Services,Medium business,33,1777,FALSE
2011,Melbourne (CBD),Other Services,Small business,661,2839,FALSE
2011,Melbourne (CBD),"Professional, Scientific and Technical Services",Medium business,289,14723,FALSE
2011,Melbourne (CBD),"Professional, Scientific and Technical Services",Small business,1382,8170,FALSE
2011,Melbourne (CBD),Public Administration and Safety,Medium business,83,6943,FALSE
2011,Melbourne (CBD),Public Administration and Safety,Small business,57,454,FALSE
2011,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Medium business,28,1466,FALSE
2011,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Small business,164,969,FALSE
2011,Melbourne (CBD),Retail Trade,Medium business,68,3029,FALSE
2011,Melbourne (CBD),Retail Trade,Small business,1514,7476,FALSE
2011,Melbourne (CBD),"Transport, Postal and Warehousing",Medium business,26,1650,FALSE
2011,Melbourne (CBD),"Transport, Postal and Warehousing",Small business,53,418,FALSE
2011,Melbourne (CBD),Wholesale Trade,Medium business,11,350,FALSE
2011,Melbourne (CBD),Wholesale Trade,Small business,103,454,FALSE
2012,Melbourne (CBD),Accommodation and Food Services,Medium business,232,9086,FALSE
2012,Melbourne (CBD),Accommodation and Food Services,Small business,1298,9779,FALSE
2012,Melbourne (CBD),Administrative and Support Services,Medium business,93,4564,FALSE
2012,Melbourne (CBD),Administrative and Support Services,Small business,406,2408,FALSE
2012,Melbourne (CBD),"Agriculture, Forestry and Fishing",Medium business,1,NA,TRUE
2012,Melbourne (CBD),"Agriculture, Forestry and Fishing",Small business,3,16,FALSE
2012,Melbourne (CBD),Arts and Recreation Services,Medium business,26,1534,FALSE
2012,Melbourne (CBD),Arts and Recreation Services,Small business,110,553,FALSE
2012,Melbourne (CBD),Construction,Medium business,17,753,FALSE
2012,Melbourne (CBD),Construction,Small business,68,467,FALSE
2012,Melbourne (CBD),Education and Training,Medium business,95,6160,FALSE
2012,Melbourne (CBD),Education and Training,Small business,173,1211,FALSE
2012,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Medium business,13,960,FALSE
2012,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Small business,7,82,FALSE
2012,Melbourne (CBD),Financial and Insurance Services,Medium business,148,9247,FALSE
2012,Melbourne (CBD),Financial and Insurance Services,Small business,518,3383,FALSE
2012,Melbourne (CBD),Health Care and Social Assistance,Medium business,41,1779,FALSE
2012,Melbourne (CBD),Health Care and Social Assistance,Small business,342,1761,FALSE
2012,Melbourne (CBD),Information Media and Telecommunications,Medium business,38,2154,FALSE
2012,Melbourne (CBD),Information Media and Telecommunications,Small business,114,745,FALSE
2012,Melbourne (CBD),Manufacturing,Medium business,6,445,FALSE
2012,Melbourne (CBD),Manufacturing,Small business,261,842,FALSE
2012,Melbourne (CBD),Mining,Medium business,8,622,FALSE
2012,Melbourne (CBD),Mining,Small business,38,259,FALSE
2012,Melbourne (CBD),Other Services,Medium business,35,1919,FALSE
2012,Melbourne (CBD),Other Services,Small business,699,3049,FALSE
2012,Melbourne (CBD),"Professional, Scientific and Technical Services",Medium business,306,15772,FALSE
2012,Melbourne (CBD),"Professional, Scientific and Technical Services",Small business,1428,8641,FALSE
2012,Melbourne (CBD),Public Administration and Safety,Medium business,81,6768,FALSE
2012,Melbourne (CBD),Public Administration and Safety,Small business,55,443,FALSE
2012,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Medium business,25,1347,FALSE
2012,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Small business,164,992,FALSE
2012,Melbourne (CBD),Retail Trade,Medium business,70,2977,FALSE
2012,Melbourne (CBD),Retail Trade,Small business,1473,7312,FALSE
2012,Melbourne (CBD),"Transport, Postal and Warehousing",Medium business,28,1816,FALSE
2012,Melbourne (CBD),"Transport, Postal and Warehousing",Small business,55,414,FALSE
2012,Melbourne (CBD),Wholesale Trade,Medium business,12,385,FALSE
2012,Melbourne (CBD),Wholesale Trade,Small business,101,438,FALSE
2013,Melbourne (CBD),Accommodation and Food Services,Medium business,242,9407,FALSE
2013,Melbourne (CBD),Accommodation and Food Services,Small business,1353,10081,FALSE
2013,Melbourne (CBD),Administrative and Support Services,Medium business,81,4135,FALSE
2013,Melbourne (CBD),Administrative and Support Services,Small business,405,2537,FALSE
2013,Melbourne (CBD),"Agriculture, Forestry and Fishing",Medium business,1,NA,TRUE
2013,Melbourne (CBD),"Agriculture, Forestry and Fishing",Small business,3,21,FALSE
2013,Melbourne (CBD),Arts and Recreation Services,Medium business,28,1914,FALSE
2013,Melbourne (CBD),Arts and Recreation Services,Small business,109,561,FALSE
2013,Melbourne (CBD),Construction,Medium business,16,767,FALSE
2013,Melbourne (CBD),Construction,Small business,77,530,FALSE
2013,Melbourne (CBD),Education and Training,Medium business,95,5730,FALSE
2013,Melbourne (CBD),Education and Training,Small business,173,1227,FALSE
2013,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Medium business,8,550,FALSE
2013,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Small business,8,65,FALSE
2013,Melbourne (CBD),Financial and Insurance Services,Medium business,147,8790,FALSE
2013,Melbourne (CBD),Financial and Insurance Services,Small business,533,3414,FALSE
2013,Melbourne (CBD),Health Care and Social Assistance,Medium business,40,1645,FALSE
2013,Melbourne (CBD),Health Care and Social Assistance,Small business,356,1911,FALSE
2013,Melbourne (CBD),Information Media and Telecommunications,Medium business,38,1904,FALSE
2013,Melbourne (CBD),Information Media and Telecommunications,Small business,93,606,FALSE
2013,Melbourne (CBD),Manufacturing,Medium business,5,232,FALSE
2013,Melbourne (CBD),Manufacturing,Small business,256,834,FALSE
2013,Melbourne (CBD),Mining,Medium business,9,489,FALSE
2013,Melbourne (CBD),Mining,Small business,35,202,FALSE
2013,Melbourne (CBD),Other Services,Medium business,35,1572,FALSE
2013,Melbourne (CBD),Other Services,Small business,715,3064,FALSE
2013,Melbourne (CBD),"Professional, Scientific and Technical Services",Medium business,337,17527,FALSE
2013,Melbourne (CBD),"Professional, Scientific and Technical Services",Small business,1444,8780,FALSE
2013,Melbourne (CBD),Public Administration and Safety,Medium business,75,5739,FALSE
2013,Melbourne (CBD),Public Administration and Safety,Small business,54,397,FALSE
2013,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Medium business,30,1603,FALSE
2013,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Small business,158,956,FALSE
2013,Melbourne (CBD),Retail Trade,Medium business,67,2672,FALSE
2013,Melbourne (CBD),Retail Trade,Small business,1463,7238,FALSE
2013,Melbourne (CBD),"Transport, Postal and Warehousing",Medium business,23,1334,FALSE
2013,Melbourne (CBD),"Transport, Postal and Warehousing",Small business,59,413,FALSE
2013,Melbourne (CBD),Wholesale Trade,Medium business,8,276,FALSE
2013,Melbourne (CBD),Wholesale Trade,Small business,104,469,FALSE
2014,Melbourne (CBD),Accommodation and Food Services,Medium business,246,9818,FALSE
2014,Melbourne (CBD),Accommodation and Food Services,Small business,1408,10567,FALSE
2014,Melbourne (CBD),Administrative and Support Services,Medium business,78,3880,FALSE
2014,Melbourne (CBD),Administrative and Support Services,Small business,378,2421,FALSE
2014,Melbourne (CBD),"Agriculture, Forestry and Fishing",Medium business,1,NA,TRUE
2014,Melbourne (CBD),"Agriculture, Forestry and Fishing",Small business,3,21,FALSE
2014,Melbourne (CBD),Arts and Recreation Services,Medium business,27,1689,FALSE
2014,Melbourne (CBD),Arts and Recreation Services,Small business,110,566,FALSE
2014,Melbourne (CBD),Construction,Medium business,14,598,FALSE
2014,Melbourne (CBD),Construction,Small business,68,449,FALSE
2014,Melbourne (CBD),Education and Training,Medium business,96,5795,FALSE
2014,Melbourne (CBD),Education and Training,Small business,172,1185,FALSE
2014,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Medium business,8,492,FALSE
2014,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Small business,5,31,FALSE
2014,Melbourne (CBD),Financial and Insurance Services,Medium business,155,9737,FALSE
2014,Melbourne (CBD),Financial and Insurance Services,Small business,514,3412,FALSE
2014,Melbourne (CBD),Health Care and Social Assistance,Medium business,41,1798,FALSE
2014,Melbourne (CBD),Health Care and Social Assistance,Small business,361,1919,FALSE
2014,Melbourne (CBD),Information Media and Telecommunications,Medium business,37,2146,FALSE
2014,Melbourne (CBD),Information Media and Telecommunications,Small business,78,541,FALSE
2014,Melbourne (CBD),Manufacturing,Medium business,5,232,FALSE
2014,Melbourne (CBD),Manufacturing,Small business,239,802,FALSE
2014,Melbourne (CBD),Mining,Medium business,9,465,FALSE
2014,Melbourne (CBD),Mining,Small business,36,226,FALSE
2014,Melbourne (CBD),Other Services,Medium business,38,1633,FALSE
2014,Melbourne (CBD),Other Services,Small business,749,3235,FALSE
2014,Melbourne (CBD),"Professional, Scientific and Technical Services",Medium business,350,18224,FALSE
2014,Melbourne (CBD),"Professional, Scientific and Technical Services",Small business,1413,8568,FALSE
2014,Melbourne (CBD),Public Administration and Safety,Medium business,74,5833,FALSE
2014,Melbourne (CBD),Public Administration and Safety,Small business,55,411,FALSE
2014,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Medium business,31,1734,FALSE
2014,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Small business,160,971,FALSE
2014,Melbourne (CBD),Retail Trade,Medium business,70,3126,FALSE
2014,Melbourne (CBD),Retail Trade,Small business,1487,7696,FALSE
2014,Melbourne (CBD),"Transport, Postal and Warehousing",Medium business,23,1421,FALSE
2014,Melbourne (CBD),"Transport, Postal and Warehousing",Small business,57,425,FALSE
2014,Melbourne (CBD),Wholesale Trade,Medium business,5,194,FALSE
2014,Melbourne (CBD),Wholesale Trade,Small business,106,522,FALSE
2015,Melbourne (CBD),Accommodation and Food Services,Medium business,245,9714,FALSE
2015,Melbourne (CBD),Accommodation and Food Services,Small business,1440,11062,FALSE
2015,Melbourne (CBD),Administrative and Support Services,Medium business,82,4325,FALSE
2015,Melbourne (CBD),Administrative and Support Services,Small business,341,2140,FALSE
2015,Melbourne (CBD),"Agriculture, Forestry and Fishing",Small business,5,29,FALSE
2015,Melbourne (CBD),Arts and Recreation Services,Medium business,26,1516,FALSE
2015,Melbourne (CBD),Arts and Recreation Services,Small business,109,542,FALSE
2015,Melbourne (CBD),Construction,Medium business,20,709,FALSE
2015,Melbourne (CBD),Construction,Small business,65,437,FALSE
2015,Melbourne (CBD),Education and Training,Medium business,107,6325,FALSE
2015,Melbourne (CBD),Education and Training,Small business,176,1210,FALSE
2015,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Medium business,8,328,FALSE
2015,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Small business,7,31,FALSE
2015,Melbourne (CBD),Financial and Insurance Services,Medium business,147,9594,FALSE
2015,Melbourne (CBD),Financial and Insurance Services,Small business,491,3368,FALSE
2015,Melbourne (CBD),Health Care and Social Assistance,Medium business,40,1704,FALSE
2015,Melbourne (CBD),Health Care and Social Assistance,Small business,365,1979,FALSE
2015,Melbourne (CBD),Information Media and Telecommunications,Medium business,39,2305,FALSE
2015,Melbourne (CBD),Information Media and Telecommunications,Small business,72,551,FALSE
2015,Melbourne (CBD),Manufacturing,Medium business,6,296,FALSE
2015,Melbourne (CBD),Manufacturing,Small business,241,855,FALSE
2015,Melbourne (CBD),Mining,Medium business,8,407,FALSE
2015,Melbourne (CBD),Mining,Small business,32,211,FALSE
2015,Melbourne (CBD),Other Services,Medium business,44,1943,FALSE
2015,Melbourne (CBD),Other Services,Small business,760,3381,FALSE
2015,Melbourne (CBD),"Professional, Scientific and Technical Services",Medium business,366,18663,FALSE
2015,Melbourne (CBD),"Professional, Scientific and Technical Services",Small business,1422,8838,FALSE
2015,Melbourne (CBD),Public Administration and Safety,Medium business,77,6462,FALSE
2015,Melbourne (CBD),Public Administration and Safety,Small business,50,391,FALSE
2015,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Medium business,35,1936,FALSE
2015,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Small business,168,1036,FALSE
2015,Melbourne (CBD),Retail Trade,Medium business,74,3196,FALSE
2015,Melbourne (CBD),Retail Trade,Small business,1451,7620,FALSE
2015,Melbourne (CBD),"Transport, Postal and Warehousing",Medium business,23,1286,FALSE
2015,Melbourne (CBD),"Transport, Postal and Warehousing",Small business,53,376,FALSE
2015,Melbourne (CBD),Wholesale Trade,Medium business,7,353,FALSE
2015,Melbourne (CBD),Wholesale Trade,Small business,105,502,FALSE
2016,Melbourne (CBD),Accommodation and Food Services,Medium business,260,10366,FALSE
2016,Melbourne (CBD),Accommodation and Food Services,Small business,1464,11417,FALSE
2016,Melbourne (CBD),Administrative and Support Services,Medium business,78,4358,FALSE
2016,Melbourne (CBD),Administrative and Support Services,Small business,343,2217,FALSE
2016,Melbourne (CBD),"Agriculture, Forestry and Fishing",Small business,5,30,FALSE
2016,Melbourne (CBD),Arts and Recreation Services,Medium business,27,1673,FALSE
2016,Melbourne (CBD),Arts and Recreation Services,Small business,120,606,FALSE
2016,Melbourne (CBD),Construction,Medium business,22,760,FALSE
2016,Melbourne (CBD),Construction,Small business,73,513,FALSE
2016,Melbourne (CBD),Education and Training,Medium business,114,6591,FALSE
2016,Melbourne (CBD),Education and Training,Small business,194,1343,FALSE
2016,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Medium business,8,342,FALSE
2016,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Small business,10,56,FALSE
2016,Melbourne (CBD),Financial and Insurance Services,Medium business,153,9797,FALSE
2016,Melbourne (CBD),Financial and Insurance Services,Small business,525,3545,FALSE
2016,Melbourne (CBD),Health Care and Social Assistance,Medium business,40,1747,FALSE
2016,Melbourne (CBD),Health Care and Social Assistance,Small business,374,2035,FALSE
2016,Melbourne (CBD),Information Media and Telecommunications,Medium business,41,2105,FALSE
2016,Melbourne (CBD),Information Media and Telecommunications,Small business,64,525,FALSE
2016,Melbourne (CBD),Manufacturing,Medium business,6,296,FALSE
2016,Melbourne (CBD),Manufacturing,Small business,234,831,FALSE
2016,Melbourne (CBD),Mining,Medium business,8,449,FALSE
2016,Melbourne (CBD),Mining,Small business,27,176,FALSE
2016,Melbourne (CBD),Other Services,Medium business,48,2167,FALSE
2016,Melbourne (CBD),Other Services,Small business,815,3686,FALSE
2016,Melbourne (CBD),"Professional, Scientific and Technical Services",Medium business,371,19269,FALSE
2016,Melbourne (CBD),"Professional, Scientific and Technical Services",Small business,1403,8857,FALSE
2016,Melbourne (CBD),Public Administration and Safety,Medium business,77,6517,FALSE
2016,Melbourne (CBD),Public Administration and Safety,Small business,49,377,FALSE
2016,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Medium business,37,1919,FALSE
2016,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Small business,181,1120,FALSE
2016,Melbourne (CBD),Retail Trade,Medium business,86,3616,FALSE
2016,Melbourne (CBD),Retail Trade,Small business,1442,7875,FALSE
2016,Melbourne (CBD),"Transport, Postal and Warehousing",Medium business,22,1264,FALSE
2016,Melbourne (CBD),"Transport, Postal and Warehousing",Small business,56,405,FALSE
2016,Melbourne (CBD),Wholesale Trade,Medium business,9,396,FALSE
2016,Melbourne (CBD),Wholesale Trade,Small business,106,485,FALSE
2017,Melbourne (CBD),Accommodation and Food Services,Medium business,277,11130,FALSE
2017,Melbourne (CBD),Accommodation and Food Services,Small business,1469,11484,FALSE
2017,Melbourne (CBD),Administrative and Support Services,Medium business,85,4839,FALSE
2017,Melbourne (CBD),Administrative and Support Services,Small business,315,2101,FALSE
2017,Melbourne (CBD),"Agriculture, Forestry and Fishing",Medium business,3,235,FALSE
2017,Melbourne (CBD),"Agriculture, Forestry and Fishing",Small business,3,10,FALSE
2017,Melbourne (CBD),Arts and Recreation Services,Medium business,28,1845,FALSE
2017,Melbourne (CBD),Arts and Recreation Services,Small business,126,629,FALSE
2017,Melbourne (CBD),Construction,Medium business,23,984,FALSE
2017,Melbourne (CBD),Construction,Small business,91,637,FALSE
2017,Melbourne (CBD),Education and Training,Medium business,107,6170,FALSE
2017,Melbourne (CBD),Education and Training,Small business,212,1540,FALSE
2017,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Medium business,10,538,FALSE
2017,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Small business,10,70,FALSE
2017,Melbourne (CBD),Financial and Insurance Services,Medium business,163,10038,FALSE
2017,Melbourne (CBD),Financial and Insurance Services,Small business,541,3669,FALSE
2017,Melbourne (CBD),Health Care and Social Assistance,Medium business,45,1972,FALSE
2017,Melbourne (CBD),Health Care and Social Assistance,Small business,365,2014,FALSE
2017,Melbourne (CBD),Information Media and Telecommunications,Medium business,37,2239,FALSE
2017,Melbourne (CBD),Information Media and Telecommunications,Small business,73,531,FALSE
2017,Melbourne (CBD),Manufacturing,Medium business,5,228,FALSE
2017,Melbourne (CBD),Manufacturing,Small business,233,811,FALSE
2017,Melbourne (CBD),Mining,Medium business,6,236,FALSE
2017,Melbourne (CBD),Mining,Small business,25,152,FALSE
2017,Melbourne (CBD),Other Services,Medium business,50,2213,FALSE
2017,Melbourne (CBD),Other Services,Small business,820,3720,FALSE
2017,Melbourne (CBD),"Professional, Scientific and Technical Services",Medium business,426,22631,FALSE
2017,Melbourne (CBD),"Professional, Scientific and Technical Services",Small business,1427,9145,FALSE
2017,Melbourne (CBD),Public Administration and Safety,Medium business,72,5928,FALSE
2017,Melbourne (CBD),Public Administration and Safety,Small business,62,486,FALSE
2017,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Medium business,45,2370,FALSE
2017,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Small business,210,1312,FALSE
2017,Melbourne (CBD),Retail Trade,Medium business,91,3811,FALSE
2017,Melbourne (CBD),Retail Trade,Small business,1421,7815,FALSE
2017,Melbourne (CBD),"Transport, Postal and Warehousing",Medium business,22,1223,FALSE
2017,Melbourne (CBD),"Transport, Postal and Warehousing",Small business,58,379,FALSE
2017,Melbourne (CBD),Wholesale Trade,Medium business,7,293,FALSE
2017,Melbourne (CBD),Wholesale Trade,Small business,117,546,FALSE
2018,Melbourne (CBD),Accommodation and Food Services,Medium business,284,11753,FALSE
2018,Melbourne (CBD),Accommodation and Food Services,Small business,1500,11681,FALSE
2018,Melbourne (CBD),Administrative and Support Services,Medium business,92,5191,FALSE
2018,Melbourne (CBD),Administrative and Support Services,Small business,299,2075,FALSE
2018,Melbourne (CBD),"Agriculture, Forestry and Fishing",Medium business,2,NA,TRUE
2018,Melbourne (CBD),"Agriculture, Forestry and Fishing",Small business,4,10,FALSE
2018,Melbourne (CBD),Arts and Recreation Services,Medium business,30,1790,FALSE
2018,Melbourne (CBD),Arts and Recreation Services,Small business,125,669,FALSE
2018,Melbourne (CBD),Construction,Medium business,29,1143,FALSE
2018,Melbourne (CBD),Construction,Small business,97,688,FALSE
2018,Melbourne (CBD),Education and Training,Medium business,111,6307,FALSE
2018,Melbourne (CBD),Education and Training,Small business,229,1799,FALSE
2018,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Medium business,8,398,FALSE
2018,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Small business,9,63,FALSE
2018,Melbourne (CBD),Financial and Insurance Services,Medium business,171,10438,FALSE
2018,Melbourne (CBD),Financial and Insurance Services,Small business,549,3716,FALSE
2018,Melbourne (CBD),Health Care and Social Assistance,Medium business,46,1948,FALSE
2018,Melbourne (CBD),Health Care and Social Assistance,Small business,360,2014,FALSE
2018,Melbourne (CBD),Information Media and Telecommunications,Medium business,36,2196,FALSE
2018,Melbourne (CBD),Information Media and Telecommunications,Small business,66,485,FALSE
2018,Melbourne (CBD),Manufacturing,Medium business,6,263,FALSE
2018,Melbourne (CBD),Manufacturing,Small business,221,763,FALSE
2018,Melbourne (CBD),Mining,Medium business,7,216,FALSE
2018,Melbourne (CBD),Mining,Small business,25,161,FALSE
2018,Melbourne (CBD),Other Services,Medium business,55,2478,FALSE
2018,Melbourne (CBD),Other Services,Small business,868,3952,FALSE
2018,Melbourne (CBD),"Professional, Scientific and Technical Services",Medium business,431,22534,FALSE
2018,Melbourne (CBD),"Professional, Scientific and Technical Services",Small business,1391,9186,FALSE
2018,Melbourne (CBD),Public Administration and Safety,Medium business,73,5843,FALSE
2018,Melbourne (CBD),Public Administration and Safety,Small business,66,533,FALSE
2018,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Medium business,47,2756,FALSE
2018,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Small business,205,1289,FALSE
2018,Melbourne (CBD),Retail Trade,Medium business,95,4265,FALSE
2018,Melbourne (CBD),Retail Trade,Small business,1355,7753,FALSE
2018,Melbourne (CBD),"Transport, Postal and Warehousing",Medium business,22,1217,FALSE
2018,Melbourne (CBD),"Transport, Postal and Warehousing",Small business,57,375,FALSE
2018,Melbourne (CBD),Wholesale Trade,Medium business,7,298,FALSE
2018,Melbourne (CBD),Wholesale Trade,Small business,110,507,FALSE
2019,Melbourne (CBD),Accommodation and Food Services,Medium business,284,12058,FALSE
2019,Melbourne (CBD),Accommodation and Food Services,Small business,1538,12175,FALSE
2019,Melbourne (CBD),Administrative and Support Services,Medium business,96,5474,FALSE
2019,Melbourne (CBD),Administrative and Support Services,Small business,285,2045,FALSE
2019,Melbourne (CBD),"Agriculture, Forestry and Fishing",Medium business,1,NA,TRUE
2019,Melbourne (CBD),"Agriculture, Forestry and Fishing",Small business,7,24,FALSE
2019,Melbourne (CBD),Arts and Recreation Services,Medium business,28,1615,FALSE
2019,Melbourne (CBD),Arts and Recreation Services,Small business,127,695,FALSE
2019,Melbourne (CBD),Construction,Medium business,37,1490,FALSE
2019,Melbourne (CBD),Construction,Small business,104,780,FALSE
2019,Melbourne (CBD),Education and Training,Medium business,116,7134,FALSE
2019,Melbourne (CBD),Education and Training,Small business,241,2020,FALSE
2019,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Medium business,9,409,FALSE
2019,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Small business,12,94,FALSE
2019,Melbourne (CBD),Financial and Insurance Services,Medium business,180,10530,FALSE
2019,Melbourne (CBD),Financial and Insurance Services,Small business,539,3646,FALSE
2019,Melbourne (CBD),Health Care and Social Assistance,Medium business,49,2009,FALSE
2019,Melbourne (CBD),Health Care and Social Assistance,Small business,356,2130,FALSE
2019,Melbourne (CBD),Information Media and Telecommunications,Medium business,34,1757,FALSE
2019,Melbourne (CBD),Information Media and Telecommunications,Small business,56,429,FALSE
2019,Melbourne (CBD),Manufacturing,Medium business,9,615,FALSE
2019,Melbourne (CBD),Manufacturing,Small business,216,747,FALSE
2019,Melbourne (CBD),Mining,Medium business,5,172,FALSE
2019,Melbourne (CBD),Mining,Small business,24,152,FALSE
2019,Melbourne (CBD),Other Services,Medium business,53,2457,FALSE
2019,Melbourne (CBD),Other Services,Small business,860,3971,FALSE
2019,Melbourne (CBD),"Professional, Scientific and Technical Services",Medium business,483,25589,FALSE
2019,Melbourne (CBD),"Professional, Scientific and Technical Services",Small business,1305,9082,FALSE
2019,Melbourne (CBD),Public Administration and Safety,Medium business,89,7276,FALSE
2019,Melbourne (CBD),Public Administration and Safety,Small business,66,582,FALSE
2019,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Medium business,60,3718,FALSE
2019,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Small business,193,1239,FALSE
2019,Melbourne (CBD),Retail Trade,Medium business,93,4250,FALSE
2019,Melbourne (CBD),Retail Trade,Small business,1340,7694,FALSE
2019,Melbourne (CBD),"Transport, Postal and Warehousing",Medium business,21,1218,FALSE
2019,Melbourne (CBD),"Transport, Postal and Warehousing",Small business,54,357,FALSE
2019,Melbourne (CBD),Wholesale Trade,Medium business,5,111,FALSE
2019,Melbourne (CBD),Wholesale Trade,Small business,104,484,FALSE
2020,Melbourne (CBD),Accommodation and Food Services,Medium business,212,8637,FALSE
2020,Melbourne (CBD),Accommodation and Food Services,Small business,1480,10975,FALSE
2020,Melbourne (CBD),Administrative and Support Services,Medium business,84,4765,FALSE
2020,Melbourne (CBD),Administrative and Support Services,Small business,227,1676,FALSE
2020,Melbourne (CBD),"Agriculture, Forestry and Fishing",Medium business,1,NA,TRUE
2020,Melbourne (CBD),"Agriculture, Forestry and Fishing",Small business,6,20,FALSE
2020,Melbourne (CBD),Arts and Recreation Services,Medium business,32,1735,FALSE
2020,Melbourne (CBD),Arts and Recreation Services,Small business,97,514,FALSE
2020,Melbourne (CBD),Construction,Medium business,35,1549,FALSE
2020,Melbourne (CBD),Construction,Small business,87,630,FALSE
2020,Melbourne (CBD),Education and Training,Medium business,106,6366,FALSE
2020,Melbourne (CBD),Education and Training,Small business,206,1748,FALSE
2020,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Medium business,8,341,FALSE
2020,Melbourne (CBD),"Electricity, Gas, Water and Waste Services",Small business,11,70,FALSE
2020,Melbourne (CBD),Financial and Insurance Services,Medium business,171,9785,FALSE
2020,Melbourne (CBD),Financial and Insurance Services,Small business,443,2976,FALSE
2020,Melbourne (CBD),Health Care and Social Assistance,Medium business,43,2000,FALSE
2020,Melbourne (CBD),Health Care and Social Assistance,Small business,306,1935,FALSE
2020,Melbourne (CBD),Information Media and Telecommunications,Medium business,31,1653,FALSE
2020,Melbourne (CBD),Information Media and Telecommunications,Small business,42,305,FALSE
2020,Melbourne (CBD),Manufacturing,Medium business,8,551,FALSE
2020,Melbourne (CBD),Manufacturing,Small business,183,601,FALSE
2020,Melbourne (CBD),Mining,Medium business,4,152,FALSE
2020,Melbourne (CBD),Mining,Small business,21,140,FALSE
2020,Melbourne (CBD),Other Services,Medium business,55,2415,FALSE
2020,Melbourne (CBD),Other Services,Small business,770,3447,FALSE
2020,Melbourne (CBD),"Professional, Scientific and Technical Services",Medium business,448,23288,FALSE
2020,Melbourne (CBD),"Professional, Scientific and Technical Services",Small business,1103,7942,FALSE
2020,Melbourne (CBD),Public Administration and Safety,Medium business,85,7107,FALSE
2020,Melbourne (CBD),Public Administration and Safety,Small business,58,487,FALSE
2020,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Medium business,49,3149,FALSE
2020,Melbourne (CBD),"Rental, Hiring and Real Estate Services",Small business,162,1085,FALSE
2020,Melbourne (CBD),Retail Trade,Medium business,67,2866,FALSE
2020,Melbourne (CBD),Retail Trade,Small business,1051,5596,FALSE
2020,Melbourne (CBD),"Transport, Postal and Warehousing",Medium business,19,1157,FALSE
2020,Melbourne (CBD),"Transport, Postal and Warehousing",Small business,51,329,FALSE
2020,Melbourne (CBD),Wholesale Trade,Medium business,3,69,FALSE
2020,Melbourne (CBD),Wholesale Trade,Small business,92,457,FALSE
2021,Melbourne (CBD),Accommodation and Food Services,Medium business,235,9363,FALSE
2021,Melbourne (CBD),Accommodation and Food Services,Small business,1446,10067,FALSE
2021,Melbourne (CBD),Administrative and Support Services,Medium business,83,4703,FALSE
2021,Melbourne (CBD),Administrative and Support Services,Small business,216,1508,FALSE
2021,Melbourne (CBD),"Agriculture, Forestry and Fishing",Medium business,1,NA,TRUE
2021,Melbourne (CBD),"Agriculture, Forestry and Fishing",Small business,3,3,FALSE
2021,Melbourne (CBD),Arts and Recreation Services,Medium business,33,1717,FALSE
2021,Melbourne (CBD),Arts and Recreation Services,Small business,98,474,FALSE
2021,Melbourne (CBD),Construction,Medium business,39,1908,FALSE
2021,Melbourne (CBD),Construction,Small business,77,552,FALSE
